博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
不屈的信念0_0,1797411303,04月15日 22:59,iPhone客户端,,,,,,#赵立坚请日本政客用核废水做饭洗衣#, ​
我们啊土匪,1808634342,04月15日 22:59,微博问答,,,,,@褚明宇,-,我围观了@褚明宇 的回答，该问题价值2198.00元，围观仅1元，快来一起围观~ O微博问答 ​
山西保德反邪教,6276350353,04月15日 22:55,无邪君的Android,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
本元禅师,6228689857,04月15日 22:59,HUAWEI Mate 20,,4,8,9,,-,新疆棉花都能被西方莫须有的搞出一堆事，还搞成种族灭绝罪行。北京冬奥会，欧美国家都逮住个机会就大喊大叫要拒绝参加，这其实就是恶心和试压给你。日本的福岛核泄漏事故，就是苏联的切尔诺贝利事件翻版，甚至还恶劣。向海里排放核污染废水，就是反人类罪行，对全世界的罪行，对地球生态环境的破坏。必须严厉谴责，坚决反对，全面禁止日本食品和海鲜进口，还要在国际上呼吁共同谴责和制裁日本，让日本收回决定重新想办法处理。必须要把这个事情搞成日本的切尔诺贝利事件，让日本形象彻底被撕毁。 收起全文d
山西榆次反邪教,6296876287,04月15日 22:55,无邪君的Android,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
小猫-喵喵喵_,7582196073,04月15日 22:59,nova7你在焦点在,,,,1,,#赵立坚请日本政客用核废水做饭洗衣#,日本人就是玛德八嘎呀路的他奶奶的腿的喝废水喝多了还请爷给你脸了 ​
山西寿阳反邪教,1117671395,04月15日 22:55,无邪君的Android,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
琼蝇,6034085987,04月15日 22:58,iPhone客户端,,,3,1,,-,我扣扣空间怎么有这种傻孩子，日本提出的喝核废水，赵立坚外交官拿这个来反讽，她说这反讽也太不人道主义了。小妹妹，我知道你一直想去日本，我尊重你，但如此双标真的没有必要。上次看到你讽刺脱贫我已经很不舒服了，这次就再见吧 ​
太空堡垒1985,1093833767,04月15日 22:58,微博 weibo.com,,,,,@sven_shi,-,我免费围观了 @sven_shi 的回答，问题价值 56.00 元，快来一起围观~ O微博问答 ​
悟是生非,6441486878,04月15日 21:32,微博 weibo.com,,,1,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
抚州临川发布,3567412270,04月15日 22:58,微博视频号,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​​​
荣家傲娇小少爷,2272073170,04月15日 22:58,iPhone客户端,,,,,,#日本副首相称喝处理核废水没事#,恭喜 日本和美国获得不要脸称号排名不分先后 ​
糍熊熊,6252740567,04月15日 22:58,iPhone,,,,,,-,deep恋还蛮好看的很少看刚哥演恋爱剧也是蛮新鲜以及sdgs这种社会课题都编进恋爱剧真是特别有教育意义...（跟核废水的事情也很タイムリー很讽刺联动就是了）不过也很赞同推上妹子说的更想看他俩角色换回来海洋生物宅心地善良人鱼刚哥配大大咧咧大小姐十元w ​
让生活阳光一点点,5241404197,04月15日 22:58,窗 - 魅族 PRO 7,,,1,1,,"#姚策生母杜新枝,伪造郭威资料被网友实锤##错换人生28年##日本政府正式决定福岛核废水排海#",我觉得在公共场合如果做不到尊重别人，谈何让别人尊重你，虽然你在家里的种种坏习惯在你自己看来很正常，但确实让别人看着很恶心，有意无意中觉得你就是一个下流痞子，完全我行我素的畜生，可是这样好吗？虽然没有明说，但实实在在就是披着人皮的畜生，日本人的后代，祝你早死早超生。 收起全文d
安顺检察,5359047537,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
永州警事,1595424264,04月15日 22:58,微博视频号,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。（新华每日电讯） L辽宁共青团的微博视频 ​​​
安庆市图书馆,1064646454,04月15日 21:32,微博 weibo.com,,,,1,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
吉林反邪教,5885026747,04月15日 22:55,无邪君的Android,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
专注吃瓜的猹猹,6050149796,04月15日 18:45,微博视频号,,,,,,-,外交部再批日本排放核废水：别以为得了美国“感谢”就吃了定心丸。美国身体很诚实 ，一边点赞一边禁止日本进口。（新华社） L共青团中央的微博视频 ​​​
临沂正气,6440607566,04月15日 22:55,无邪君的Android,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
树xyfk,7216453526,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
流凌冰挂HG,1850528173,04月15日 16:33,微博视频号,,1,1,,@人民视频,#赵立坚请日本政客用核废水做饭洗衣#】 @人民视频 #跟我看外交# #与发言人相约蓝厅#,【L外交部发言人办公室的微博视频 ​
xlh1199,6364986435,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
江西省青年联合会,7588270827,04月15日 22:57,iPhone客户端,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
山西反邪教,5901026157,04月15日 22:55,无邪君的Android,,1,1,4,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
路过的椒盐海豹,7209694776,04月14日 21:40,微博 weibo.com,,,,,,#西方媒体这一次却沉默了# 美国等西方发达国家向大海倾倒核废料，早已有漫长的历史。此次，#日本政府正式决定福岛核废水排海# 不过是对其有样学样。日本和美国等西方发达国家本质上是一丘之貉，西方此举，完全是对人不对事的双标做派。#外交部召见日本驻华大使提出严正交涉# #日本70年前排废致水俣病灾害持续存在#,【海洋在怒吼——发达国家核废料排海的历史】 O海洋在怒吼——发达国家核废料排海的历史 收起全文d
芜湖弋江检察,2705414051,04月15日 22:57,微博视频号,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​​​
死没良心的,1762521554,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
柳林的小屋,1750962593,04月15日 22:57,爱股票安卓版,,,,,@爱股票APP),-,【外交部部长助理吴江浩就日方作出福岛核废水排海决定提出严正交涉】外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。吴江浩指出，日方有关决定置全... (分享自 @爱股票APP)  O网页链接 ​
贵州省人民检察院,5396375374,04月15日 22:57,iPhone客户端,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
占豪,1298535315,04月15日 22:57,占豪的观点超话,,6,4,6,,-,日本核废水怎么处理？很简单！日本有1.26亿人，每人一天喝1升，一个多礼拜就喝光了！反正水没事，直接注入日本自来水系统，就说这是日照大神御赐神仙水！喝了长命百岁！安倍和菅义伟领头喝！一个人才喝一个礼拜，能有啥大事？！占豪的观点 ​
新京报动新闻,5463794433,04月15日 22:57,微博视频号,,4,2,3,@新京报,#核事故为何没让日本弃核#？】日本将百万吨核废水排入大海，4月13日，此决定在国际引轩然大波。作为“战败国”，日曾被禁止核研发。1963年，第一座核电站建成，核电时代拉开序幕。2011年福岛事故使日核电受重创。2015年起，又被重启。日难以放弃核电和其资源有限有关，在价格上核能也最实惠。此外，这背后还涉及电力公司等多方经济利益。#赵立坚请日本政客用核废水做饭洗衣#,【“百万吨核废水排海”之外：@新京报 L新京报动新闻的微博视频 收起全文d
易拉宝三号,5043553158,2020年01月08日 02:05,iPhone XR,,,,,,-,"昨天拜访了一个阿根廷本地的朋友埃里克斯。通过他，我才得知巴里洛切不仅仅是一个旅游城市这么简单。我之前说了巴里洛切有大量从德国过来的德裔，大概是从19世纪初就开始了，移民潮到二战后结束。因为德裔移民带来大量知识性移民，巴里洛切不仅仅有核子工厂，发电站，还有航空航天中心（图6）位于巴里洛切仅几公里。我表示很震惊，这么漂亮的地方，应该值得保护的自然地区，竟然还有核电站。埃里克斯说核电站就建在湖中央的一个小岛，我听到后更震惊了，因为这岂不是很危险……核发电产生的废水，乃至于轻微的辐射……而且这里靠近智利位于安第斯山脉上，也有地震的机率，会不会有隐含的危机……但是由于我不是专业人士所以也不知道对当地人有没有影响。我给他放了很多中国的纪录片，纪录片里看到中国手机在印度，纪录片提到印度有很多热销的中国手机小米,oppo……他很惊讶：“oppo是中国的？”其实这反映出一件事就是，阿根廷和中国之间距离太遥远，所以彼此之间知之甚少，中国如今已经增长为经济总量，东部沿海地区达到较高度发达的程度，但是南美人民几乎不知道。埃里克斯说：“阿根廷人对中国的了解，多数仅限于在阿根廷开超市的中国人，阿根廷几乎所有的超市（中小型）都是中国人开的，每一位阿根廷人下楼就可以见到一家中国商店或者超市，中国人“渗透”在阿根廷生活的各个方面。”“所以阿根廷人对中国的印象大部分都来自我家楼下的中国超市，但是中国的是很多面的，这导致大部分阿根廷人仅通过当地开超市的华人，对中国产生单一角度的影响。”图3是巴塔歌尼亚啤酒 2阿根廷·圣卡洛斯-德巴里洛切 收起全文d"
SEVEN厦门摄影师,1422941562,04月15日 21:32,微博 weibo.com,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
HH3858,3210312591,04月14日 22:19,搞笑视频超话,,,,,,#春日出道计划#,以我的人格担保，这粪水真的没问题 我叫孙火旺 搞笑视频 L我叫孙火旺的微博视频 ​
请别放香菜_,1829805370,04月15日 22:56,iPhone客户端,,,1,,,-,从特朗普到巴黎圣母院遭遇火灾到日本要排放核废水，这个世界的走向越来越奇怪了 ​
徽州反邪教,5384801243,04月15日 22:56,vivo X50 Pro专业影像,,,,1,@新华网,#商务部回应日本处置福岛核废水#【#商务部回应日本单方面决定排放核废水#,】商务部新闻发言人高峰15日表示，日本政府不顾国内外质疑反对，在未穷尽安全处置手段情况下，未与周边国家和国际社会充分协商，单方面作出以排海方式处置福岛核电站废水决定，引起国际社会、特别是周边国家和民众高度关注，中方对此严重关切。商务部将密切跟踪事态发展，认真评估可能对相关食品及农水产品安全和贸易造成的严重威胁，保障中国消费者安全。@新华网 收起全文d
鎏金龅牙,7365242988,04月15日 22:56,360安全浏览器,,,,,,#外交部召见日本驻华大使提出严正交涉#,【】4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。　　吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。　　吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。 收起全文d
海的那边都是敌人,7531642827,04月15日 22:56,nova5i 2400万AI四摄,,,,,,#任豪谈日本福岛核废水#,你再给我哔哔叭叭，我打的你脑袋开花。 ​
小生活在绍兴,2811837322,04月15日 22:56,微博视频号,,,,,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
Archdaily建筑日报,3882899082,04月15日 22:56,360安全浏览器,,,,,,#archdaily商业地产#【#外交部召见日本驻华大使# 就日方作出福岛核废水排海决定提出严正交涉】2021年4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。（外交部网站）#建筑日报#, 收起全文d
xlh1199,6364986435,04月15日 16:33,微博视频号,,,,,@人民视频,#赵立坚请日本政客用核废水做饭洗衣#】 @人民视频 #跟我看外交# #与发言人相约蓝厅#,【L外交部发言人办公室的微博视频 ​
Panda混,6266269702,04月15日 18:34,Android,,,,,,#罗翔#, 看了b站才知道还有这么一个瓜，这图p的水平真的有待提高，建议这个p图的人工资就别发了，直接开除吧，有趣的是早就有人看出来是假的，反而没人在意，反而造谣者这边人声鼎沸，非常热闹，现在都是为了吃瓜和骂人而在吃瓜骂人吗 ​
跑酷的米其林,3460196924,04月15日 22:56,HUAWEI Mate 20,,,,,,-,近日，R1SE男子组合成员任豪，就日本核废水处理问题发表观点，遭到全网群嘲。4月15日下午，任豪再次通过个人微博发文，他表示：对于近期自己在社交网络的不当发言，表达最深的歉意，深刻认识到了自己的无知，也切身感受到了身上承担的社会责任，感谢社会各界的监督批评，自己会认真听取，铭记在心。据悉，4月14日，任豪在微博上发布针对日本福岛核废水的发言引发争议随后删博，14日晚间，他发文回应：“如果你的冷嘲热讽能唤起大家的重视，一起呼吁保护这颗地球海洋不被破坏，那我觉得骂骂我也还挺开心的。我不是科学家，我只是和你一样生活在这颗星球的灰尘，谢谢你能看到。”4月15号午间，“中国反邪教”和“中国警方在线”通过官博相继点名批评他此前行为。中国反邪教转载了任豪的博文，批评任豪“一个知识越匮乏的人，越是拥有一种莫名其妙的勇气和自豪感”。 收起全文d
贵州省总工会,5462005118,04月15日 22:56,工仔小编的Android,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
我的心里有你没它,6144360089,04月15日 22:56,微博 weibo.com,,,,,,#福岛核废水57天可废掉半个太平洋#,【天秤座】和十二星座的关系，详见下图！ ​
一杯小舌甘牛女乃,7427606228,04月15日 22:56,iPhone客户端,,,,,,-,被日本要排核废水吓得… ​
飞天红猪侠,1228496822,04月15日 22:56,微博 weibo.com,,,1,,,-,【外交部召见日本驻华大使】2021年4月15日，外交部部长助理吴江浩召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。吴江浩指出，日方有关决定置全球海洋环境于不顾，置国际公共健康安全和周边国家人民切身安全利益于不顾，涉嫌违反国际法和国际规则，不是现代文明国家所为。中方对此表示强烈不满和坚决反对。吴江浩表示，中方强烈敦促日方认清自身责任，秉持科学态度，履行国际义务。一是重新审视福岛核电站事故废水处置问题，收回排放入海错误决定；二是在国际机构框架下成立包括中国专家在内的联合技术工作组，确保核废水处置问题严格接受国际评估、核查和监督；三是在同利益攸关方和国际机构协商一致之前，不得擅自启动核废水排海。中方将继续同国际社会一道，密切关注事态发展，保留作出进一步反应的权利。（来源：外交部） 收起全文d
阿sir木木,3164709055,04月15日 22:56,搜狐新闻客户端,,2,,,@搜狐新闻客户端）搜狐新闻客户端,-,搜狐新闻:【日本渔业：对政府决定感到极其遗憾 – 外交部召见日本大使 就核废水排海提出交涉】O网页链接（分享自 @搜狐新闻客户端）搜狐新闻客户端 ​
Meanjure,2384685455,04月15日 22:56,HUAWEI P30 Pro,,1,4,2,,#日本核废水#,本来是7级的事故，被勇者们生生以凡人之躯填成6级.切尔诺贝利本来是3级的事故，被懦夫们生生以利益纠葛拖成7级.日本福岛斯拉夫猛士们粗犷的作风下有着一颗细腻的心而倭人细腻表象下掩盖的则是冷漠自私的本质​，这是引用b站的评论，日本人向来重小礼无大义 ​
是个花心大萝卜啦,6509210573,04月15日 22:55,华为手机,,,,,,#赵立坚请日本政客用核废水做饭洗衣#,这说法没毛病建议日本居民多喝喝对身体健康 ​
神奇小啵记录员,6729632145,04月15日 22:55,HUAWEI P20,,,,,,-,虾没事干能不能去日本喝核废水啊 ​
一叶秋之二,6581829546,04月15日 22:55,华为手机 畅享玩不停,,,,,,-,日本向太平洋倾倒核泄露废水，绝不是世界原子能协会一家的事，还有世界环保组织，世界绿色发展组织，人类和平组织的审判。需要泛太平洋地区沿岸各国质疑。日本向太平洋倾倒核泄露废水，与美国优先谬论一样，就是日本国利益高于一切的突出表现。不顾他国安危，不顾对人类生存环境的危害，不惜以污染世界水资源为代价，实行毁灭人类式的犯罪。这是日本二战后，再一次向人类发起的侵略战争，且是核战争。这一次危害更广，伤害范围更大，中国必须号召世界人民对日本进行反击。 收起全文d
中国反邪教,1590753120,04月15日 22:55,无邪君的Android,,5,2,5,,#外交部召见日本驻华大使提出严正交涉#,外交部召见日本大使：收回核废水排放入海错误决定！（新华网） L中国反邪教的微博视频 ​
一撮韭菜的自我修养,7571350852,04月15日 22:55,Android,,,,5,,#赵立坚请日本政客用核废水做饭洗衣#,我们的外交官们是不是都是冲浪高手呀？！接受民意得很彻底啊！！ ​
小王小王宇宙最强,5681934066,04月15日 22:08,荣耀Magic2 魔法手机,,,,,,#任豪道歉#,我希望那些明星的粉丝知道：福岛核电站事故和当年前苏联切尔诺贝利核事故是一个等级的，都是七级。前苏联为了防止核外泄，是用了几十万人的性命去填的，连将军都亲自下手去铲核废料。前苏联用几十万人的健康和生命挽救了东欧，中东甚至整个欧洲，但是却被西方媒体抨击了几十年。而日本公然以全人类的健康为代价，向海洋倾倒核废料。西方媒体却集体失声，甚至有人还为其辩护，声称危害不大。环顾人类历史，已经找不到比现在西方发达国家媒体的双标更为无耻的事情了。 收起全文d
芜湖弋江检察,2705414051,04月15日 22:55,微博视频号,,,,,,#拒绝日本海鲜#！#韩国商超集体拉黑日本海鲜#,【】在日本正式宣布从2023年起将核废水排入大海之后，韩国民众对于日本海鲜产品的排斥情绪立即高涨起来。一些销售水产品的老商户表示，每当出现与日本核废水相关的新闻报道，很多顾客就会立刻拒绝购买日本水产品。韩国的大型超市和百货店等零售商则表示，他们从2011年开始就不再销售日本出产的海鲜产品，今后也没有计划去改变。有的超市还贴出了告示，强调超市里没有日本海鲜。 L央视网的微博视频 收起全文d
咸鱼张九九,1057779853,04月15日 22:55,HUAWEI Mate 20 Pro,,,1,,,-,今天发生很多事：疫苗车开到公司楼下，就差按着头下去打疫苗，可老娘还是顶住压力，不打；沙尘暴又来北京半日游；挣扎良久，给爸爸选定了化疗方案，明天开始上药；大a又跳水，重仓股一路从浮赢70%终于跌到了成本价以下；日本狗决定把福岛核废水排入太平洋，美国狗竟然还拍手叫好……呵，能过一天是一天吧。 收起全文d
用户7331234953,7331234953,04月15日 22:55,vivo浏览器,,,,,,-,外交部部长助理召见日本驻华大使，就核废水排放提出严正交涉 O网页链接 ​
Theroadtobeauty,6318729807,04月15日 19:40,iPhone 12 Pro Max,,,,,,#核废水将入海 周边国家该不该向日本索赔#, 4月13日，日本政府决定以海洋排放方式处置福岛核电站事故核废水。这一决定罔顾核废水入海对海洋环境和人类健康的潜在危害，引发日本国内外强烈质疑。有观点认为，周边国家应向日本索赔，你怎么看？还等什么赶快点击投票并移步评论区参与话题互动吧！O网页链接 收起全文d
我他妈的爱吃土豆,5832180826,04月15日 22:55,iQOO Neo3 生而为赢,,,,,,-,日本和美国为什么不每人喝上一吨核废水 ​
最喜加藤惠,6027113712,04月15日 22:55,圣人惠的iPhone 12,,,,,,-,巨人结尾就跟日本要排核废水一样恶心人 ​
