博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
WO我把你放在心里,2693303632,04月16日 22:40,微博 weibo.com,,,,,,#日本核废水入海对中国有何影响#    “别胡说！他们闹#杨幂英伦侦探风大片#,着玩儿！” ​
许姑娘喜欢hakuna,6238469351,04月16日 22:40,iPhone 11 Pro Max,,,,1,,#任豪回应# rh#任豪道歉#, 任豪的发言就是又蠢又坏，作为一个公众人物 不能给粉丝带来积极影响，反而替外国人给自己国家递刀子。事发后还买热搜拉队友挡刀转移话题想把注意力转移到KTV 。这波操作合理怀疑是挖机默许拉姚琛挡刀转移热度因为任豪的核废水发言可能会给挖机造成相当的损失。垃圾任豪垃圾公司，赶紧解散吧。 收起全文d
一天不止三顿饭,2042581755,04月16日 22:39,Android,,,,,,-,洗了个吧 立本人你们也太敢灌了 怎么 这是要用核废水淹没海花岛吗👊 ​
了小添,7459964411,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
lizanaan,1363424847,04月16日 22:39,微视APP,,,,,,-,日本核废水稀释后能喝？这位首相最终没敢下口>>L日本核废水稀释后能喝？这位首相最终没敢下口 日本核废水稀释后能喝？这位首相最终没敢下口 ​
庆阳声音,3037787790,04月16日 22:39,微博 weibo.com,,,,,,-,联合国人权专家：对日本将核废水排入大海的决定“深感失望”O联合国人权专家：对日本将核废水排入大海的决定“深感失望” ​
狙癌细胞,6582840471,04月16日 18:46,HUAWEI Mate 10,,,,,,#子午评论# 我们也要警惕打着女*权旗号的境外反华敌对势力对我们校园的渗透和侵蚀。据网友反映：现在有的学校已经出现了男女对立现象，个人认为这和一些有境外背景的女拳分子的长期网上蛊惑有关。希望我们的教育主管部门、学校和学生家长要引起重视。我们的孩子不能被它们带偏了，带歪了，不能让它们把我们的孩子带成了恨国党。另外，我惊讶的发现，原来早在2012年前后，或者更早，梁小门、郑楚然等女拳分子就在全国各大高校“传经布道”了，想想真是可怕，如今网上那些乌央乌央的拳粉是不是那个时候就已经上了贼船，本人表示严重怀疑。#境外反华敌对势力拉拢内地学生内幕#, 收起全文d
唔昂颊嘤,5316756431,04月16日 22:38,荣耀V20 4800万3D相机,,,1,,,#迪迦奥特曼##日本政府正式决定福岛核废水排海#,紧跟时事 ​
云视网,2332808060,04月16日 22:38,微博 weibo.com,,,,,,-,【外交部召见日本驻华大使 就日方作出福岛核废水排海决定提出严正交涉】新华社北京4月15日电  据外交部网站消息，外交部部长助理吴江浩15日召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。O外交部召见日本驻华大使 就日方作出福岛核废水排海决定提出严正交涉 ​
眉山疾病防控,6211094932,04月16日 22:38,iPhone客户端,,,,,,#联合国称日本排污影响将持续超100年#,【“深感失望”！】联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。声明表示，日本政府的这一决定非常令人担忧，因为上百万吨被污染的水排入大海后，可能会对许多人的生命和整个环境造成严重影响，对人类和环境的威胁可能会持续超过100年，从而对有关人权的保障构成极大威胁。声明说，日本应该切实履行防止有害物质泄漏并对其行为的风险进行充分评估，以更好地保护而不是损害海洋环境。 L央视网的微博视频 收起全文d
小圆不想秃,5716984560,04月16日 22:38,iPhone客户端,,,,,,-,核废水喝完了嘛 在这儿来瞎bb 还不快去帮你家哥哥解决解决核废水再说 ​
中国兰州网微博,2720159050,04月16日 22:38,微博 weibo.com,,,,,,-,【联合国人权专家：对日本将核废水排入大海的决定“深感失望”】O联合国人权专家：对日本将核废水排入大海的决定“深感失望” ​
河青新闻网,6641345103,04月16日 22:38,微博 weibo.com,,,,,,-,【美国侵犯人权五宗罪之五：“双标灯塔”的“灯下黑”】新华社北京4月15日电在日本政府排放核废水入海的决定遭到日本国内外强烈质疑之际，向来自称注重环保、关心核安全的美国却为日本盟友公开“点赞”，如此“看人不看事”的态度令人瞠目。O美国侵犯人权五宗罪之五：“双标灯塔”的“灯下黑” ​
爱过注定被遗忘8,6559035142,04月16日 22:38,微博 weibo.com,,,,,,#兮木有枝#直接劝退，让你们家长 #如何看待日本福岛核废水排海#,也是你们活该，你们几个想要打她，她不还手？你们还有理了。”      “我会每人给你们一份警告书，贴在校园的报板上，再有下次，就 ​
青聚锦官城,7182841644,04月16日 22:37,微博视频号,,,,,,#联合国称日本排污影响将持续超100年#,【“深感失望”！】15日，联合国发表声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。表示，日本政府的这一决定非常令人担忧，因为上百万吨被污染的水排入大海后，可能会对许多人的生命和整个环境造成严重影响，对人类和环境的威胁可能会持续超过100年。 L青聚锦官城的微博视频 收起全文d
淮南特警支队,5479108086,04月16日 13:07,iPhone客户端,,,,,,#日官员称喝了核废水也不能证明安全性#,赵立坚：日本政客想要证明核废水“清白”，那请他们把核废水用来饮用、做饭、洗衣服吧。（人民日报） L淮南公安在线的微博视频 ​
你的氚氚,7398316876,04月16日 22:37,小米11,,,,,,#日本政府基本决定将福岛核污水排入大海##日本政府正式决定福岛核废水排海#,核污水能不能拉到南极或者北极冻起来啊因为我看视频里核污水不是一罐一罐的吗?感觉用大货轮拉到南极冻起来问题应该不大啊。 2沈阳 ​
恰小似,6052960443,04月16日 22:37,傻白甜吃瓜日记超话,,,,1,,# 日官员称喝了核废水也不能证明安全性#, 既然水又安全，又能喝，那你为啥不排境内，自己消化呢？这不是很简单的议题吗？ ​
孙脱俗V,6405076721,04月16日 22:37,微博视频号,,,,,,#朝鲜表态：核污水排海厚颜无耻#老韩说：核废水入海就是反人类#今日热门#, L孙脱俗V的微博视频 ​
五更小天才,6019192529,04月16日 22:37,微博国际版,,,,,,-,任豪这玩意我建议你带着你的脑残粉去日本喝光核废水，脑残的玩意儿，小日本做了错事让中国给它擦屁股，流量是这样蹭的吗？？这种人建议封杀 ​
开心蓝箭-曲靖,1804160172,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
淮南特警支队,5479108086,04月16日 16:52,iPhone客户端,,,,,,#赵立坚7问日本核废水排海#,赵立坚：核废水怎么就成了净化水？（外交部发言人办公室） L辽宁共青团的微博视频 ​​​
琛琛老婆,7114913043,04月16日 22:36,Android,,,4,0,,-,姚琛不坐副驾驶难道跟后面三个人卿卿我我吗？ 姚琛打电话告诉你他约的了？姚琛唱KTV我们自己家教育了一天，9家粉丝好像给姚琛花了好多钱似的比我家粉丝跳得还要欢快怎么核废水喝多了？还是核废水解决了？不关心国家大事去了？我家的道歉博你们一个个这么努力？不知道的还以为是我家唯粉呢 姚琛确实糊，比不上你们家哥哥被各大官方账号点名批评，丢人丢到外网，什么东西 收起全文d
shy风无痕,1876059695,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
台湾觸極者,6635045065,04月16日 22:36,微博 weibo.com,,,,5,,#日本要排125万吨核废水#,台湾人吃起来；日本人喝起来？只要日本人每天坚持喝2升核废水，只用5天就能全部喝掉，这么简单就能解决的事情，何必要排入大海里？　日本311福岛核灾之后，「日本神话」终于破灭──荒腔走板的救灾行动、日本大企业的颟顸酿成核污染巨灾；政府束手无策、军队躲避救灾任务等。由于福岛核电厂核污水储存空间将在2022年达到极限，日相菅义伟最后两手一摊，宣布要在2022年起，将核污水排入太平洋。消息一出，立即引爆周边国家、环保团体，以及日本当地渔民强烈抗议。　无论日本政府如何保证核污水「已过滤62种辐射物」，会以比世卫(WHO)更严格的标准执行排放；究其根本，这个处理决议就是想节省政府开支，完全是以邻为壑的自私行为。首当其冲的日本渔民立即抗议日本政府让渔业界改善福岛海产声誉的努力都白费了；邻近的中国大陆外交部也发出强烈抗议；韩国政府放话拟提起国际诉讼，韩国民间团体更谴责日本政府擅自决定排放核废水入海，无异于「恐怖行动」。　而太平洋另一端的美国国务卿布林肯，竟在推特上发文「感谢日本就排放福岛核废水的决定过程透明，期盼日本政府持续与国际原子能总署（IAEA）协商。」这种几近于为日本政府决议背书的政治动机其心可议：其一，美国也曾于二战期间在马绍尔群岛做核试爆、也曾发生过三里岛核泄露事故，对于曾是美国原子弹「受害者」的日本，因此在核污染问题，美国对日本的恶行采取双重标准，干脆跳出来放人情，拉拢日本的意图明显。其二，今年3月中的美日双边会谈，日本虽紧跟美国摆出「反制中国」的态势，但对于以美国为首的西方国家炒作新疆，日本外交部表明不认同，韩国也不出声。美国纵容日本的自私决定，势必破坏自RCEP签定之后的中日韩三国关系，更伤及其作为亚洲国家与邻国的和睦。　这十年来，我们没有看到以「匠人精神」著称的日本举全国之力寻找其他处理核污水的努力，而是采用乌贼战术指称台湾、韩国也将核废水排入海洋，刻意混淆平常核电厂排出的水只是冷却用的水而已。面对这样的恶邻，我方外交部竟仍是「遇日则软」，轻飘飘地表示「遗憾」、「日本基于该备忘录精神…，在正式决定方针前已事先通报我方」。　所谓的《台日核能管制资讯交流备忘录》，是一份签爽的、毫无权利义务的声明而已；对于会损及我渔民权益、国人健康，破坏海洋环境的恶行，「事先通报我方」就可以了吗？面对台湾民间的抗议声浪，外交部只是「把我国环保团体忧虑传达给日方」而已，连一句谴责抗议都没有。　与蔡政府同样「温和体贴」的还有曾高举「我是人，我反核」毛巾的觉青们，大多消失不见；驻日代表谢长廷在脸书上也仅表示「未来我们仍会继续密切注意相关动向，搜集资讯回报国内」，请问蔡政府还有更积极的行动吗？全民等着看。 收起全文d
素人时尚搞笑街拍,2831542844,04月14日 09:50,微博视频号,,,,,,#V光计划#,【逸语道破：核废水入海危及全球，还有人给日本政府做“文宣”？】日本政府想省事，东电想省钱，但即便日本政府对国际原子能机构影响巨大，他们也根本没有为日本政府开通行证。我们国内的部分自媒体哪里来的自信给日本政府“开绿灯”？说日本核废水安全的“公关稿”请不要再发了。 L沈逸的微博视频 收起全文d
审知逆顺,2433158214,04月16日 20:14,微博视频号,,,,,@这视频,-,【麻生太郎反驳逻辑令人迷惑：那太平洋难道是中国的下水道吗？】此前，日本副首相麻生太郎称“处理过的核废水喝了也没事”。对此，中国外交部发言人赵立坚称“太平洋不是日本的下水道，请他喝了再说”。16日，麻生太郎也做出回应称，“中国说‘太平洋不是日本的下水道’，难道太平洋是中国的下水道吗？太平洋难道不是大家的海洋吗？”此外，麻生太郎还强调，经过处理的核废水中放射性物质氚的含量达到世界卫生组织（WHO）饮用水标准，所以才说“可以喝”。（《环球时报》三缺二视频组）@这视频 L这视频的秒拍视频 收起全文d
林黑白,1730373117,04月16日 18:39,小米10S,,5,2,,,-,发现一个好玩的现象，日本的人均寿命是83.7岁，连续几年都是世界第一。但日本人并不爱运动，他们的健康理念在于一个字，吃。他们不爱吃调料，喜欢吃原汁原味的清淡食物。在“吃”这一块上克制自己，可能是日本人长寿法宝之一。但跟日本比起来，中国医疗有一个更为强大的武器，足以在未来几十年内超越日本医疗的国际地位，那就是互联网医疗。中国的互联网医疗体系已经很成熟，比如互联网医院、在线问诊、智慧医保、线上买药，去年阿里健康全球新冠肺炎实战共享平台GMCC远程帮助了日本、俄罗斯等多个国家的医务工作者，让世界看到了中国力量，也证明中国的互联网医疗走在了世界前列。就像阿里健康董事长兼CEO朱顺炎在第五届未来医疗100强大会作出表态一样：希望中国人不但能活得久，更要活得健康，活出生命质量，阿里健康要“做照顾你和家人健康的‘行家里手’”。长寿固然好，但诚如朱顺炎所说，中国人的健康理念不止于跟日本人争人均寿命世界第一，更在于生命质量，让生活更有活力。 收起全文d
蚂蚁B计划,5587034602,04月16日 22:35,微博 weibo.com,,,,,,-,【针锋相对！核专家逐条回击排废入海决定】日本排核废水被指是为省时省钱。日本政府13日悍然决定，将在2年后，以海洋排放方式处置福岛第一核电站事故的核废水。去年10月，日本前首相安倍晋三特别顾问谷口智彦曾为这一处理方式辩护，但遭到了绿色和平组织核专家让·哈佛坎普的强烈质疑，双方交锋异常激烈。谷口智彦：经过ALPS处理，核废水中只剩“氚”这种放射性元素。哈佛坎普：ALPS系统并没有人们期望的那么有效，比如残留了锶90。谷口智彦：排入大海简单且迅速，蒸馏费时费钱。哈佛坎普：你们就想简单迅速摆脱这个问题，好让大家忘了。排入大海考虑的不是科学，而是经济。谷口智彦：已经造了近1000个核废水储存罐了，没空间造新的了。哈佛坎普：附近还有很多空间，但东电想压缩成本。从这样的问答不难看出，日本其实一直在自圆其说，为自己的蛮横无理找借口，这样失去人道主义的做法，失去作为发达国家的国家形象。不仅会引发其他国家的强烈谴责，日本国民也同时发起不满。 收起全文d
紫金山上听风吟,2812129277,04月16日 22:35,微博视频号,,1,1,1,,-,台湾助日代表谢长廷在被台媒批媚日不敢跟日本抗议时，律师出身的谢长廷嘴肌发达又想甩锅大陆。实际上中国外交部已经召见日本驻华大使 就日方作出福岛核废水排海决定提出严正交涉L台海网的微博视频 ​
用户7301800804,7301800804,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
糖闪闪小仙女,5678871751,04月16日 22:35,iPhone客户端,,,,,,#非常火但又没看过的剧##日本副首相称喝处理核废水没事#,古董珠可爱小兔手机防尘塞耳机vivo华为苹果充电口塞挂件吊坠 日本真的是有小情无大义的啊~ ​
十三K部屋,2045983107,04月15日 16:12,微博视频号,,,,,,#赵立坚请日本政客用核废水做饭洗衣#】日本一些政客费尽心机想证明核废水“清白”，那就请他们把核废水用来饮用、做饭、洗衣或灌溉。日本别以为得到了美国的“感谢”就吃了定心丸。#赵立坚说美国身体很诚实边点赞边禁止#,【日本大米、鱼类等产品进口。美国食品药品管理局强调，由于辐射和核污染相关公共卫生问题，已加强对日本受管制产品的监管。对美国这种政策，不知日本方面作何解释？（总台央视记者申杨 孔禄渊）L环球资讯的微博视频 收起全文d
中国吉林网,3275115274,04月16日 22:35,微博 weibo.com,,,,,,-,联合国人权专家：对日本将核废水排入大海的决定“深感失望”O联合国人权专家：对日本将核废水排入大海的决定“深感失望” ​
澪在玩偶屋里抓mika,6975808097,04月16日 22:35,iPhone客户端,,,,2,,#柯南剧场版宣传诈骗#,打着新兰的旗号宣传💩 ooc巨作 真有你的 樱井 没事干就去喝核废水 别折腾小情侣好吗 ​
默然回首V,5502101711,04月16日 22:35,iPhone客户端,,,1,,,-,日本核废水不是直接排到大海里，是用船拉到一千海里外再倒掉。 ​
冉竹_Jing,3807628425,04月16日 22:35,OPPO智能手机,,,2,,,#婧仔的奇思妙想#, 结合日本核废水+看到考完教资的同学+八美图+发心做的梦看得出来我白天想了好多有的没的 ​
金山团青互动,1964647787,04月16日 22:35,微博视频号,,,,1,,#联合国称日本排污影响将持续超100年#,【“深感失望”！】联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。声明表示，日本政府的这一决定非常令人担忧，因为上百万吨被污染的水排入大海后，可能会对许多人的生命和整个环境造成严重影响，对人类和环境的威胁可能会持续超过100年，从而对有关人权的保障构成极大威胁。声明说，日本应该切实履行防止有害物质泄漏并对其行为的风险进行充分评估，以更好地保护而不是损害海洋环境。 L央视网的微博视频 L金山团青互动的微博视频 收起全文d
不易的猫先森,7132013567,04月16日 22:35,哔哩哔哩移动客户端,,,,,,#bilibili#,“大明星”任豪呼吁中国帮日处理核废水？官媒点名痛批，影响恶劣！ UP主: 郭云神奇 O【神奇】“大明星”任豪呼吁中国帮日处理核废水？官媒点名痛批，影响恶劣！ (哔哩哔哩客户端下载 O网页链接) ​
莲子豆豆,1950292293,04月16日 22:34,微博 weibo.com,,,4,2,,#兴趣话题词#    联合国称#日本排污影响将持续超100年#,联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。声明表示，日本政府的这一决定非常令人担忧，因为上百万吨被污染的水排入大海后，可能会对许多人的生命和整个环境造成严重影响，对人类和环境的威胁可能会持续超过100年，从而对有关人权的保障构成极大威胁。声明说，日本应该切实履行防止有害物质泄漏并对其行为的风险进行充分评估，以更好地保护而不是损害海洋环境。 收起全文d
一棹细雨,2782655403,04月16日 22:34,iPhone客户端,,,1,,,-,名柯红与黑以后就没看过了，后来挑了列车篇看，其他感觉就是乐色，73一看就是核废水摄入过多脑残疾了，阿西巴，红与黑好好看啊，琴酒和赤井中门对狙、洗衣机跟我女儿偷天换日，真尼玛靓仔 ​
眼瞎神农逍遥子,6429587226,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
FM963,1963863007,04月16日 22:34,微博视频号,,,,,,-,【抗议核废水入海 首尔一超市挂出抵制日货标语】当地时间4月15日，韩国首尔一家大型超市海产品售卖区挂出了“抵制日货”的标语。近期针对日本政府决定排福岛核污水入海一事，韩国各界纷纷表示抗议。 L看看新闻KNEWS的微博视频 ​​​
想想看走走瞧,1589041013,04月16日 22:34,百度极速版,,,,,,-,《记者：中国外交部发言人称您可先喝核废水，日本副首相当场结巴了》此视频已有45万次播放O网页链接 ​
芜湖弋江检察,2705414051,04月16日 22:34,微博视频号,,,,,,#赵立坚7问日本核废水排海##联合国称日本排污影响将持续超100年##日本政府今年将制定核污水排放计划#,就问：答得上来吗？L人民视频的微博视频 ​​​
Lucky即是正義,1945925465,04月16日 17:30,微博 weibo.com,,,,,,-,日本副首相兼财务大臣 · 麻生太郎此前表示：核废水喝了也没事；昨天中方发言人表示：太平洋不是日本的下水道！那就请他喝了再说；今天麻生太郎回复说：那太平洋是中国的下水道吗？这是大家的海洋。... ​
鹤岗兴安检察,5601861254,04月16日 22:33,微博视频号,,1,1,2,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
克莱因茉莉,6309927203,04月16日 22:33,微博国际版,,,,,,-,巨人和死小都搞得一团糟，可能核废水真的对11区人民产生影响了，看新/兰柯/哀撕仿佛回到了贴吧时期，爷青回。最后来一句钢炼yyds！ ​
想吃记忆面包15,7371017747,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
星满蓝天199308,6417000497,04月16日 22:00,微博视频号,,,,,,-,“被核废水污染后的三文鱼”ins：mvrc.t L耗这口的微博视频 ​
梦幻月野兔x,7328099351,04月16日 22:32,🥕🐷微博会员限量版,,,,1,@vvmwmvv,-,@vvmwmvv 你他妈是不是脑瘫啊 精神出问题了就去喝点核废水，洗洗🧠 劝你删还不删，还自认为很幽默 看自家正主被骂很爽是吧？真尼玛跟得了大病似的你 ​
资阳共青团,2751632824,04月16日 22:32,微博视频号,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
fighting彩虹之巅,2299386293,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
瀚海书画部,3763554674,04月16日 22:32,iPhone X,,,,,,-,阅读此报仅需两分钟。2021年4月15日，星期四，三月初四。1、日本官员称核废水“喝了没事”，赵立坚：请他喝了再说。2、我国开展2021年水系连通及水美乡村建设试点，每个省区市试点县控制数为1个。3、国家发改委发布城镇化重点任务，点名福州、成都、西安都市圈。4、六部门：开展为期1年的不合理医疗检查专项治理行动。5、擅自用钟南山院士形象做宣传，广州一麦德龙商场被罚20万。6、辽宁省人民检察院原副检察长宋兴伟被双开：擅自处置案件线索。7、约17万香港公务员基本完成宣誓，有129人不理会、拒签署声明。8、继新疆棉花后，日本番茄酱巨头停止进口新疆番茄。9、伊媒：伊朗将把浓缩铀浓度提升至60%，增加一千台离心机。10、拜登政府拟向阿联酋出售230亿美元武器装备，包括战斗机等。11、百度、京东、拼多多等34家企业签署合规经营承诺书。12、教育部：心肺复苏列入高中军训教学内容。【微语】宝珠玉者，殃必及身。——（战国）《孟子·尽心下》注解：把珍珠美玉当作宝贝的人，一定会灾祸临头。 收起全文d
CHocolaTescccc,6037204631,04月16日 22:32,iPhone客户端,,,,4,,#日本政府正式决定福岛核废水排海#,好家伙 淋漓尽致了 ​
FM963,1963863007,04月16日 22:32,微博视频号,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
河青新闻网,6641345103,04月16日 22:32,微博 weibo.com,,,,,,-,【外交部召见日本驻华大使 就日方作出福岛核废水排海决定提出严正交涉】新华社北京4月15日电  据外交部网站消息，外交部部长助理吴江浩15日召见日本驻华大使垂秀夫，就日本政府决定以海洋排放方式处置福岛核电站事故废水提出严正交涉。O外交部召见日本驻华大使 就日方作出福岛核废水排海决定提出严正交涉 ​
林展4466,7565105826,04月16日 22:31,深度报道 · 视频社区,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
SteelMars,2269703633,04月16日 21:18,微博 weibo.com,,,,,,#微博公开课#,"发布了头条文章：《薛定谔的太平洋——说说最近日本排核废水事件》 某核一名员工，以工作身份发表核废水观点，被另一名员工举报了,所以我本来也不想写什么，怎奈太多朋友要我发表看法了，于是就写一点吧  O薛定谔的太平洋——说说最近日本排核废水事件 ​"
平安十堰,2113500964,04月16日 22:31,微博视频号,,1,,1,,"#赵立坚7问日本核废水排海决定#】4月16日，外交部记者会上,赵立坚再就日本排放核废水做出评论，一口气连发7问：世界各国难以理解的是，日方在没有穷尽安全处置手段的情况下，为何执意选择损害全球海洋环境的危险方式？如果确实没有污染，日方心虚什么？#联合国称日本排污影响将持续超100年#",【日本一意孤行排核污 L海客新闻的秒拍视频 ​​​ 收起全文d
东坡微健康,3669004851,04月16日 22:31,iPhone客户端,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
言大聪明,6505116971,04月16日 22:30,vivo X23全息幻彩,,,,,,-,连续剧来了，美国支持日本排放核废水，日本充当反华急先锋。 ​
fatty兔子,2957878934,04月16日 19:14,搜狗高速浏览器,,,,,@R1SE-姚琛@R1SE-任豪,#姚琛小号道歉#, @R1SE-姚琛 小号发文回应与@R1SE-任豪 深夜现身KTV，“3月28日晚上一起工作结束以后，临时决定去唱歌休闲放松一下，期间有其他普通友人加入，唱了2小时后直接回宿舍休息”，向关心自己而感到受伤的朋友道歉，今后会更注意私下休闲娱乐的分寸感，“初心不改，梦想仍在，同幸同行”。 ​
莆田网新闻,2533623790,04月16日 22:30,搜狗高速浏览器,,,,,,-,【外交部召见日本驻华大使 就日方作出福岛核废水排海决定提出严正交涉】O外交部召见日本驻华大使 就日方作出福岛核废水排海决定提出严正交涉 ​
山东法制报,1078657314,04月16日 22:30,iPhone客户端,,,,,,-,【抗议核废水入海 首尔一超市挂出抵制日货标语】当地时间4月15日，韩国首尔一家大型超市海产品售卖区挂出了“抵制日货”的标语。近期针对日本政府决定排福岛核污水入海一事，韩国各界纷纷表示抗议。 L看看新闻KNEWS的微博视频 ​​​
司陵孤鸿nya,6064881989,04月16日 22:30,nova7SE 5G你在焦点在,,,1,1,,#日本核废水##阿古茹奥特曼#, “人们至今都对地球做了什么呀，到了万不得已的时候才想要去保护它，实在太自私了！”“大海，是活着的，他孕育出许多生命，也是疲惫不堪灵魂的归宿”“人类是要改变的，我也希望去相信。但是，如果人类对于他们所犯的错误，不当成是自己所要背负的痛楚，就不会有什么改变。”我无法想象，蓝色的巨人拖着遍体鳞伤的躯体，失望的看着我们不要让我们告诉后代，其实以前的大海是可以孕育生命的对不起 收起全文d
风魔无下限,1231952551,04月16日 22:00,微博视频号,,5,,2,,-,“被核废水污染后的三文鱼”ins：mvrc.t L耗这口的微博视频 ​
环球时报,1974576991,04月16日 22:30,微博视频号,,0,2,8,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​​​
莆田网新闻,2533623790,04月16日 22:30,搜狗高速浏览器,,,,,,-,【联合国人权专家：对日本将核废水排入大海的决定“深感失望”】O联合国人权专家：对日本将核废水排入大海的决定“深感失望” ​
直通屏山,5134043072,04月16日 22:29,微博视频号,,,,,,#联合国专家称日核废水影响将超100年#,【】“上百万吨被污染的水排入大海之后，对人类和环境的威胁可能会持续超过100年。”联合国有关人权专家15日发表共同声明，对日本政府以海洋排放方式处置福岛核电站事故核废水的决定“深感失望”。L央视频的微博视频 ​
关雎尔531,7244450625,04月14日 17:19,微博视频号,,,,,,#赵立坚说请日本官员先喝核废水#】#日本副首相称喝处理核废水没事#,【，赵立坚：那请他喝了再说！ L央视新闻的微博视频 ​
砂锅不可打破,2049573190,04月13日 13:35,卖翡翠的iPhone客户端,,,,,,-,海水稀释40倍后，还需特种船运送，还不敢排放在一个地方……图二，真有人按人头盯着大V，一有质疑立马跳出来把核废水洗成是海水，还加个“”，假装自己人畜无害的样子。日本外务省真给你们钱了？你们拿这钱也不怕断子绝孙？海水稀释就排海里，如果日本用淡水稀释，是不是就可以当饮用水了？ ​
山西绛县反邪教,6051581839,04月16日 17:04,无邪君的Android,,,,,,#赵立坚7问日本核废水排海#,赵立坚：核废水怎么就成了净化水？（外交部发言人办公室） L中国反邪教的微博视频 ​
留住宁静与淡泊,3208525973,04月16日 22:29,人民日报客户端,,,,,,-,日本官员回应为何拒喝核废水说了什么？赵立坚：请日本政客用核废水做饭O网页链接 ​
