user_id,created_at,screen_name,text,location
49616273.0,14/4/2021 8:25,globaltimesnews,The making of another Godzilla... #JapanNuclearWater #Japan #Fukushima #FukushimaWater #Nuclearwastewater https://t.co/wnSSEFMBEk,"Beijing, China"
49616273.0,14/4/2021 10:26,globaltimesnews,Can radioactive water be safely disposed? Check out this infographic to understand dangers of dumping #Fukushima’s radioactive water: https://t.co/17DcpXyn9N,"Beijing, China"
49616273.0,13/4/2021 2:39,globaltimesnews,Japan's unilateral decision to discharge waste water from the #Fukushima #nuclear complex into the ocean is extremely irresponsible and will seriously damage international public health and the vital interests of the people of neighboring countries: Chinese FM https://t.co/3cJhdrQQQs,"Beijing, China"
49616273.0,15/4/2021 10:54,globaltimesnews,#GTCartoon: A thumbs-up to nuclear specter #Fukushima https://t.co/jSfhE64dIC,"Beijing, China"
49616273.0,15/4/2021 18:40,globaltimesnews,"In contrast to opposition from other countries and regions neighboring #Japan, #Taiwan’s separatist DPP authority only expressed concerns over the #Fukushima nuclear wastewater dump, sparking backlash on the island. https://t.co/dvNM0NBnKt https://t.co/cJgUBkgc1E","Beijing, China"
49616273.0,15/4/2021 13:35,globaltimesnews,"-US: I support #Japan’s decision to discharge radioactive water. 
-US: No contaminated Japanese food please. Thank you.
#Fukushima  #JapanNuclearWater  #GTGraphic https://t.co/6XvdLAYrjq","Beijing, China"
49616273.0,15/4/2021 7:55,globaltimesnews,"At the first meeting on China-SK maritime affairs, the two countries urged Japan’s full consultation with intl institutes and neighboring countries and participation of relevant countries and intl institutions before disposing of the #Fukushima wastewater: Chinese FM https://t.co/cKzpJnUZZN","Beijing, China"
49616273.0,14/4/2021 9:16,globaltimesnews,"""The Pacific Ocean is not Japan's sewer!"" Chinese FM spokesperson said on Wed. He raised 3 questions to Japanese govt: Has it really considered concerns at home and abroad? Is Japan's move in accordance with intl law? Does the dump of #Fukushima wastewater meet intl standards? https://t.co/GtKDHMmE4F","Beijing, China"
49616273.0,15/4/2021 8:12,globaltimesnews,"This is how Cs-137, a radioisotope, will spread in the months and years ahead if discharged into the Pacific Ocean off #Fukushima, according to a German model simulation (Source: GEOMAR) https://t.co/wONjv3KJrF","Beijing, China"
49616273.0,15/4/2021 13:53,globaltimesnews,"Japan's decision to dump #Fukushima's radioactive water into the Pacific Ocean has angered neighboring countries, but the West seems to be silent. If China were planning to release 1 million tons of radioactive wastewater into the ocean, would the West stay silent? https://t.co/e3DnUoJgT8","Beijing, China"
49616273.0,13/4/2021 5:51,globaltimesnews,"Washington’s indulgence on #Fukushima water decision is a “political deal” in exchange for Japan's closer strategic adherence, but the #US and #Japan will eventually “pay the piper”: experts https://t.co/PwX4ucQ7Fx","Beijing, China"
49616273.0,14/4/2021 6:50,globaltimesnews,Doraemon knows better. #JapanNuclearWater #Fukushima #FukushimaWater https://t.co/T0uQy1y1Az,"Beijing, China"
49616273.0,13/4/2021 15:51,globaltimesnews,"Although Japan claimed that #Fukushima wastewater is safe to be dumped into sea, Asian countries, civil groups in Japan, intl organizations are still being concerned due to Tokyo's low credibility and the unpredictable ecological risks. https://t.co/HtWwIEMauk","Beijing, China"
49616273.0,12/4/2021 2:34,globaltimesnews,People hold a rally against #Tokyo's decision to dump #nuclear polluted water into sea at #Fukushima on April 11. A German marine research institute calculated radioactive material would have spread over most of the Pacific Ocean within 57 days from the date of discharge. https://t.co/9vL6gp0nF8,"Beijing, China"
49616273.0,14/4/2021 5:01,globaltimesnews,"Kerry’s visit to China is a positive signal, yet has limited effect in pushing ties forward, said Chinese observers, noting that the visit is likely to be overshadowed by US’ indulgence on #Fukushima water disposal. 
https://t.co/DrLy1BuOpS","Beijing, China"
49616273.0,14/4/2021 14:49,globaltimesnews,"Industry insiders on Wed urged third-party supervision to ensure every drop of radioactive water that #Fukushima is to dump into the ocean conforms to standards, given the infamous record of the Japanese nuclear power operator’s past handling. https://t.co/0vKoDozkWC","Beijing, China"
49616273.0,17/4/2021 14:12,globaltimesnews,"#China should proactively prepare a legal battle against #Japan as it will likely be the biggest victim if Japan dumps #Fukushima wastewater into the Pacific Ocean, Chinese experts said. Potential sanctions may also be needed, one expert says. https://t.co/fzrz66s7Rn","Beijing, China"
49616273.0,12/4/2021 23:30,globaltimesnews,"#Japan decides to dump #Fukushima wastewater into sea amid domestic, international opposition https://t.co/CjVNBtXDDz https://t.co/rymXvXZJgM","Beijing, China"
49616273.0,15/4/2021 16:26,globaltimesnews,"If some #Japanese politicians want to prove the #Fukushima wastewater is harmless, they should use it for drinking, cooking, laundry and irrigation, said Chinese FM spokesperson Zhao Lijian at a Thursday press conference. https://t.co/D6YBzFUlEg","Beijing, China"
49616273.0,16/4/2021 16:32,globaltimesnews,"The public outcry continues after #Japan's #Fukushima nuclear dump. Japanese govt vowed to work “all-out” to repair the reputational damage on Fri, but the neighbors’ anger cannot be silenced and Japanese trade and tourism will be impacted in the long run. https://t.co/fLT0YUMuUi","Beijing, China"
49616273.0,14/4/2021 12:02,globaltimesnews,Drink the wastewater before talking  #Fukushima https://t.co/lIR3fDqx6j,"Beijing, China"
49616273.0,18/4/2021 7:50,globaltimesnews,"Wastewater from #Fukushima nuclear plant has fundamental differences with discharges from normally operated plants, either source, radionuclide or disposal difficulties, said China’s Ministry of Ecology and Environment on Sun, urging Japan to consider a safer disposal plan. https://t.co/7AK5iccpCS","Beijing, China"
49616273.0,13/4/2021 3:44,globaltimesnews,#Japanese demonstrators protested outside PM Suga's office in Tokyo as the government announced on Tuesday to release over one million tons of contaminated water from the destroyed #Fukushima nuclear station into the sea. https://t.co/kdASYKYD7S,"Beijing, China"
49616273.0,16/4/2021 6:13,globaltimesnews,"Radioactive water from #Fukushima, problematic pork from the #US, possible food imports from nuclear-hit areas in Japan… politicians and people in #Taiwan worry about food safety.
https://t.co/vBjbaSTaQS","Beijing, China"
49616273.0,16/4/2021 4:53,globaltimesnews,"North Korea condemned Japan's decision on #Fukushima wastewater dump, as the official Korean Central News Agency said such ""unpardonable criminal decision"" showed Japan's ""shamelessness and gangster-like nature."" https://t.co/LAqe2Sii1g","Beijing, China"
49616273.0,14/4/2021 8:14,globaltimesnews,South Korean President Moon Jae-in on Wed told the #Japanese Ambassador Koichi Aiboshi that S.Korea is deeply concerned about Japan’s decision to dump #Fukushima wastewater into the sea &amp; requested the ambassador to convey his position to the Japanese government: Yonhap https://t.co/tevbQuslvp,"Beijing, China"
