user_id,created_at,screen_name,text,location
265152447.0,18/4/2021 0:00,JapanMeltdown,"2021-04-17 @ 11:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.3 | UT 12.8 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,11/4/2021 0:00,JapanMeltdown,"2021-04-10 @ 11:00pm, Avg Background Radiation levels | CA 13.3 | NV 16.2 | UT 13.0 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,16/4/2021 16:00,JapanMeltdown,"2021-04-16 @ 3:00pm, Avg Background Radiation levels | CA 13.3 | NV 16.5 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,17/4/2021 8:00,JapanMeltdown,"2021-04-17 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,18/4/2021 8:00,JapanMeltdown,"2021-04-18 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,12/4/2021 4:00,JapanMeltdown,"2021-04-12 @ 3:00am, Avg Background Radiation levels | CA 13.3 | NV 16.3 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,12/4/2021 8:00,JapanMeltdown,"2021-04-12 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,16/4/2021 20:00,JapanMeltdown,"2021-04-16 @ 7:00pm, Avg Background Radiation levels | CA 13.3 | NV 16.5 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,15/4/2021 4:00,JapanMeltdown,"2021-04-15 @ 3:00am, Avg Background Radiation levels | CA 13.0 | NV 16.6 | UT 13.4 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,16/4/2021 0:00,JapanMeltdown,"2021-04-15 @ 11:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.5 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,14/4/2021 12:00,JapanMeltdown,"2021-04-14 @ 11:00am, Avg Background Radiation levels | CA 13.1 | NV 16.7 | UT 13.1 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,17/4/2021 0:00,JapanMeltdown,"2021-04-16 @ 11:00pm, Avg Background Radiation levels | CA 13.2 | NV 16.4 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,12/4/2021 20:00,JapanMeltdown,"2021-04-12 @ 7:00pm, Avg Background Radiation levels | CA 13.2 | NV 16.6 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,14/4/2021 8:00,JapanMeltdown,"2021-04-14 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,16/4/2021 4:00,JapanMeltdown,"2021-04-16 @ 3:00am, Avg Background Radiation levels | CA 13.0 | NV 16.4 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,12/4/2021 12:00,JapanMeltdown,"2021-04-12 @ 11:00am, Avg Background Radiation levels | CA 13.3 | NV 16.6 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,14/4/2021 16:00,JapanMeltdown,"2021-04-14 @ 3:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.7 | UT 13.2 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,14/4/2021 0:00,JapanMeltdown,"2021-04-13 @ 11:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.6 | UT 14.1 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,15/4/2021 16:00,JapanMeltdown,"2021-04-15 @ 3:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.6 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,13/4/2021 16:00,JapanMeltdown,"2021-04-13 @ 3:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.6 | UT 13.0 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,17/4/2021 20:00,JapanMeltdown,"2021-04-17 @ 7:00pm, Avg Background Radiation levels | CA 13.0 | NV 16.4 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,13/4/2021 4:00,JapanMeltdown,"2021-04-13 @ 3:00am, Avg Background Radiation levels | CA 13.2 | NV 16.4 | UT 12.8 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,17/4/2021 4:00,JapanMeltdown,"2021-04-17 @ 3:00am, Avg Background Radiation levels | CA 13.2 | NV 16.4 | UT 12.8 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,10/4/2021 20:00,JapanMeltdown,"2021-04-10 @ 7:00pm, Avg Background Radiation levels | CA 13.3 | NV 16.3 | UT 13.0 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,15/4/2021 20:00,JapanMeltdown,"2021-04-15 @ 7:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.6 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,13/4/2021 12:00,JapanMeltdown,"2021-04-13 @ 11:00am, Avg Background Radiation levels | CA 13.1 | NV 16.6 | UT 13.0 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,11/4/2021 12:00,JapanMeltdown,"2021-04-11 @ 11:00am, Avg Background Radiation levels | CA 13.5 | NV 16.4 | UT 13.1 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,12/4/2021 16:00,JapanMeltdown,"2021-04-12 @ 3:00pm, Avg Background Radiation levels | CA 13.2 | NV 16.6 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,15/4/2021 0:00,JapanMeltdown,"2021-04-14 @ 11:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.6 | UT 13.4 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,17/4/2021 12:00,JapanMeltdown,"2021-04-17 @ 11:00am, Avg Background Radiation levels | CA 13.0 | NV 16.4 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,13/4/2021 20:00,JapanMeltdown,"2021-04-13 @ 7:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.6 | UT 13.0 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,13/4/2021 8:00,JapanMeltdown,"2021-04-13 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,11/4/2021 8:00,JapanMeltdown,"2021-04-11 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,11/4/2021 16:00,JapanMeltdown,"2021-04-11 @ 3:00pm, Avg Background Radiation levels | CA 13.6 | NV 16.5 | UT 13.0 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,15/4/2021 8:00,JapanMeltdown,"2021-04-15 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,15/4/2021 12:00,JapanMeltdown,"2021-04-15 @ 11:00am, Avg Background Radiation levels | CA 13.0 | NV 16.6 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,16/4/2021 8:00,JapanMeltdown,"2021-04-16 @ 7:00am, Avg Background Radiation levels | CA  | NV  | UT  uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,13/4/2021 0:00,JapanMeltdown,"2021-04-12 @ 11:00pm, Avg Background Radiation levels | CA 13.2 | NV 16.5 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,11/4/2021 20:00,JapanMeltdown,"2021-04-11 @ 7:00pm, Avg Background Radiation levels | CA 13.5 | NV 16.4 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,14/4/2021 4:00,JapanMeltdown,"2021-04-14 @ 3:00am, Avg Background Radiation levels | CA 13.1 | NV 16.5 | UT 13.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,18/4/2021 4:00,JapanMeltdown,"2021-04-18 @ 3:00am, Avg Background Radiation levels | CA 13.0 | NV 16.3 | UT 12.8 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,11/4/2021 4:00,JapanMeltdown,"2021-04-11 @ 3:00am, Avg Background Radiation levels | CA 13.2 | NV 16.2 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,10/4/2021 16:00,JapanMeltdown,"2021-04-10 @ 3:00pm, Avg Background Radiation levels | CA 13.4 | NV 16.4 | UT 13.0 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,14/4/2021 20:00,JapanMeltdown,"2021-04-14 @ 7:00pm, Avg Background Radiation levels | CA 13.1 | NV 16.7 | UT 13.3 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,16/4/2021 12:00,JapanMeltdown,"2021-04-16 @ 11:00am, Avg Background Radiation levels | CA 13.3 | NV 16.4 | UT 12.8 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,12/4/2021 0:00,JapanMeltdown,"2021-04-11 @ 11:00pm, Avg Background Radiation levels | CA 13.4 | NV 16.3 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
265152447.0,10/4/2021 12:00,JapanMeltdown,"2021-04-10 @ 11:00am, Avg Background Radiation levels | CA 13.3 | NV 16.4 | UT 12.9 uR/hr  #Fukushima #Japan #Meltdown",United States
7.44e+17,17/4/2021 22:37,YourRads,"What are efforts to contain #Fukushima?  None. https://t.co/I64XOXiyQ0 

""Three of the six reactors disastrously melted down right through the concrete floor and entered the ground on Mar 11, 2011. The spewing of radioactive particles into the Earth’s atmosphere continues ...""",United States
7.44e+17,17/4/2021 22:38,YourRads,"#OccupyFukushima https://t.co/pyI3tuJoW1  

""...The Governor of #Fukushima now says they were betrayed by Tepco and the national government of #Japan. Watch this column for updates. We’ll see what happens...""",United States
7.44e+17,17/4/2021 22:43,YourRads,"#Fukushima: How Many #Chernobyls Is It? https://t.co/F624i6VGY8 

""The Fukushima Kill, already underway world wide, will certainly dwarf that of Chernobyl. All US Super Power President Obama’s delay does is...""",United States
7.28e+17,16/4/2021 21:08,ms_pistolicious,"Um, what about the events scheduled in radioactive  #Fukushima that the @Olympics have totally ignored??? Whatever it takes to get athletes out of there should be done.",United States
9.72e+17,14/4/2021 1:24,VTONGIL,"Here is a good news for @SecBlinken.  When you visit Japan, south Korea and China, they will serve his favorite drink which is #Fukushima radioactive water.",United States
9.72e+17,14/4/2021 1:36,VTONGIL,"@CNN Asian countries should bomb #Fukushima nuclear plant when #Japan dumps 1.25 million tons of radioactive water.
#bombFukushima",United States
9.72e+17,16/4/2021 19:29,VTONGIL,"@UN_HRC @UN The @UN should impose sanctions on Japan for dumping #Fukushima radioactive water into the ocean.
@POTUS administration should NOT support Japan for the #NuclearTerrorism.",United States
