user_id,created_at,screen_name,text,location
2925918775.0,16/4/2021 13:36,latestlaws,"South Korea to move World Court over Japan's decision to release Fukushima Water
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #SouthKorea #Japan #Fukushima 
https://t.co/IOy6KiAiH3",India
7.12e+17,15/4/2021 18:21,WIONews,"#Gravitas | China is preaching Japan about 'responsibility' over the #Fukushima water release plan. Meanwhile, Chinese incursions near the #Senkaku islands haven't stopped. @palkisu gets you a report. https://t.co/mFBufE3slq",India
7.12e+17,14/4/2021 17:25,WIONews,"#Japan to release contaminated #Fukushima water into sea, in a move that has raised grave concern in the neighbouring countries. While China has denounced the plan as ""extremely irresponsible"", South Korea has sought international litigation. @Shobhit10Mittal has the report https://t.co/y4pFrrNQhY",India
7.12e+17,15/4/2021 8:45,WIONews,"#Japan to release contaminated #Fukushima water into sea, in a move that has raised grave concern in the neighbouring countries. While China has denounced the plan as ""extremely irresponsible"", South Korea has sought international litigation.

Mohammed Saleh brings you the story https://t.co/eSMJ8Owdll",India
1.25e+18,15/4/2021 6:36,splainerin,"Check out today's #BigStory to know about Japan's #Fukushima plan to get rid of 1.25 million tonnes of treated radioactive water. 

https://t.co/p0OH4f3f0B

#Japan #WasteWater #NuclearReactor #Daiichi #NuclearMeltdown #TEPCO #Greenpeace #IAEA #Tritium #Radioactive #Nuclearwaste https://t.co/ntRaO3vkwB",India
17710740.0,14/4/2021 13:30,dna,"#DNAExplainer: Japan plans to release 1.25 million tons of radioactive water in Pacific - what it means

#Pacificocean #Fukushima #fukushimawater #Japan 

https://t.co/nZ9WsKkG65",India
9.82e+17,14/4/2021 8:56,Indsamachar,"#Japan says, it will release more than 1 million tonnes of contaminated water from destroyed #Fukushima nuclear plant into the sea. China called it extremely irresponsible, South Korea summoned Tokyo’s ambassador in Seoul. https://t.co/vBj8OH60aU",India
3529827612.0,13/4/2021 21:13,theasianherald,"#Japan cabinet has decided to release the contaminated #Fukushima water from the #NuclearPlan into the #Pacific Ocean much to dismay of the neighbours – Know More about the process of treating the water #science #news #newslive #breakingnews
https://t.co/t5oBce02nV",India
1.27e+18,13/4/2021 13:22,tafrishaala,"Tafrishaala Prime Time

#JapanNuclearWater #Japan #Fukushima #oceans  #China #AntGROUP #ALIBABA #JackMA #JohnsonandJohnsonVaccine #Bloodclots
#US #COVID19 #SushilChandra #India #ElectionCommission #ECI #ChiefElectionCommissioner #UK #vaccine #tafrishaala #primetime #worldnews https://t.co/jJpNG2Bs0h",India
7.42e+17,13/4/2021 12:36,newsbluntmedia,#Japan to release over 1 million tonnes of contaminated water from the destroyed #Fukushima nuclear plant into the sea.,India
43855487.0,13/4/2021 6:20,bsindia,"Japan's government decided Tuesday to start releasing massive amounts of treated radioactive water from the wrecked #Fukushima nuclear plant into the #PacificOcean in two years

#Fukushimanuclearplant #Japan #radioactivewater
https://t.co/ixZfwE2vmW",India
43855487.0,13/4/2021 6:55,bsindia,"The #UnitedStates on Monday extended support to #Japan, stating that Tokyo appears to have adopted an approach in accordance with globally accepted nuclear safety standards

#USJapan #radioactivewater #Fukushimanuclearplant #Fukushima 
https://t.co/IWNMiVufpV",India
278413839.0,13/4/2021 5:55,IndianThnKtanK,Instead of releasing the contaminated water in Pacific ocean why not to let it evaporate in sun slow over an year #Japan should think about it #Fukushima https://t.co/4wkPNbrDYK,India
