user_id,created_at,screen_name,text,location
70889420.0,17/4/2021 8:30,appledaily_hk,"#Taiwan slams mainland #China for spreading fake news about #Fukushima wastewater intake

Read more: https://t.co/0MUTQAKipT

#AppleDailyENG",Hong Kong
4036192452.0,16/4/2021 21:55,sandyng424,@GretaThunberg  #JapanNuclearWater #Genocide by Japan if nuclear water in our ocean killing marine life #Fukushima #Japan is very selfish even USA 😡😡😡 https://t.co/Wj59he7tCA,Hong Kong
4036192452.0,16/4/2021 21:56,sandyng424,@GretaThunberg  #JapanNuclearWater #Genocide by Japan if nuclear water in our ocean killing marine life #Fukushima #Japan is very selfish even USA 😡😡😡 https://t.co/BA8ENmN8zS,Hong Kong
1.24e+18,14/4/2021 10:07,KingLaai0927,"@515eQ08NhE6Wn1H @globaltimesnews Confused unpolluted cooling water with #Fukushima radioactive nuclear waste water.  Is there any flaw in your IQ?  Or is it to avoid responsibility?  Shameless nation, shame on Japan！",Hong Kong
1.24e+18,16/4/2021 6:53,KingLaai0927,"@Mediavenir UN experts say deeply disappointed by decision to discharge Fukushima water
#Japan #JapanNuclearWater #Fukushima #nuclearwater #FukushimaWater https://t.co/sJTNgpzokx",Hong Kong
1.24e+18,14/4/2021 12:06,KingLaai0927,"While saying thank you to #Japan, the #US banned Japanese food for fear of harming the health of Americans.
#Fukushima #JapanNuclearWater #Nuclearwastewater #fukushimawater 
Source： https://t.co/7sboBprn2M https://t.co/H8ZVH3zX95",Hong Kong
280406148.0,15/4/2021 11:00,ChinaDailyAsia,"#IAEA urges transparency amid #Fukushima decision backlash
https://t.co/wAS9wD169g https://t.co/fHrMyM1ACS",Hong Kong
1.14e+18,15/4/2021 9:02,CCTVAsiaPacific,"🇨🇳🇰🇷 China and South Korea share a common stance opposing Japan's irresponsible decision to release #Fukushima wastewater into the ocean, China's Foreign Ministry said on Thursday, urging #Japan to follow @iaeaorg's advice on accepting a China-South Korea joint assessment. https://t.co/Ua3RAICSa2",Hong Kong
1.14e+18,13/4/2021 8:00,CCTVAsiaPacific,🇰🇷🇯🇵 #SouthKorean civic activists on Tuseday stage a protest against the Japanese government's decision to discharge radioactive water from the crippled #Fukushima nuclear plant into the Pacific Ocean. https://t.co/bbp4D3nOnP,Hong Kong
1.14e+18,12/4/2021 6:50,CCTVAsiaPacific,"🇯🇵 Japanese PM Yoshihide Suga said the disposal of water containing radioactive substances from #Fukushima's nuclear power plant is an issue that cannot be postponed for the reconstruction of Fukushima, NHK reported on Monday. https://t.co/j3Qhq9v1i2",Hong Kong
1.14e+18,14/4/2021 7:37,CCTVAsiaPacific,"🇰🇷🇯🇵 Environmental activists stage a rally to denounce Japanese government's decision on #Fukushima water, in front of a building which houses #Japanese embassy in Seoul, #SouthKorea, Wednesday, April 14. https://t.co/3plaPttCpb",Hong Kong
1.14e+18,14/4/2021 6:56,CCTVAsiaPacific,"🇰🇷🇯🇵 #SouthKorean President Moon Jae-in has called for officials to examine ways to bring #Japan's decision of discharging into sea wastewater from its #Fukushima #nuclear plant to the International Tribunal for the Law of the Sea, his spokesman said on Wednesday.
Via CGTN https://t.co/hKQTdztr0P",Hong Kong
1.09e+18,14/4/2021 4:21,SCMPAsia,"Is Japan downplaying the danger #Fukushima water poses to human health? 
https://t.co/HYJ59A396f",Hong Kong
1.09e+18,15/4/2021 7:59,SCMPAsia,Did Japan ignore viable alternatives of dumping contaminated #Fukushima water? https://t.co/zTnrkiLr4Q,Hong Kong
1.09e+18,13/4/2021 6:40,SCMPAsia,Japan says it will release treated radioactive water from #Fukushima nuclear plant into sea https://t.co/fctpjcLGeg,Hong Kong
472018556.0,15/4/2021 6:05,NixieLAM,This morning as guest host @rthk3 @BackchatRadio3 National Security Education Day &amp; #Fukushima waste water https://t.co/IUPFxByF7v https://t.co/bGTzxirMRQ,Hong Kong
230362963.0,14/4/2021 3:21,kammanfung,"If the treated water is safe enough to drink, why the Japanese government release it into the sea?
#JapanNuclearWater #Japan #Fukushima",Hong Kong
230362963.0,13/4/2021 3:27,kammanfung,"So all the main medias and environmental protection organizations are silent to the Japanese government to release polluted water into pacific ocean.
#JapanNuclearWater #Fukushima #Pacific #Japan",Hong Kong
