user_id,created_at,screen_name,text,location
1.24e+18,13/4/2021 9:23,DimitrisEln,"Japan’s Prime Minister said disposal of treated water is an ‘unavoidable issue’
#Fukushima #environment @GreenpeaceUK @Greenpeace 
https://t.co/gIIxTaG1Va",London
1.24e+18,15/4/2021 14:19,DimitrisEln,"A Chinese government official has recommended Japan's Deputy Prime Minister Taro Aso take a sip of Fukushima treated water to prove his previous claims that water is drinkable.
#Fukushima #nuclear #wastewater @Greenpeace @GreenpeaceUK 
https://t.co/HI0wTx9Ryd",London
144461413.0,15/4/2021 13:55,EnergyLiveNews,"A Chinese government official has recommended #Japan’s Deputy Prime Minister Taro Aso take a sip of #Fukushima treated water to prove his previous claims that water is drinkable.
@zlj517 #China 
https://t.co/gQBj6WNWnd",London
144461413.0,13/4/2021 10:31,EnergyLiveNews,"#Japan has unveiled plans to release more than one million tonnes of treated water from the disabled #Fukushima nuclear power plant, epicentre of the disaster following the tsunami in 2011
@iaeaorg
@Greenpeace
#nuclear #nuclearpower #pollution #environment
https://t.co/CLLtatXAqv",London
576061470.0,15/4/2021 11:59,RosMathieson,"The big-nosed, tadpole-like character called Tritium -- a bit like a #Pokemon and named after the radioactive element the government plans to dilute and release into the ocean -- was quickly scrapped https://t.co/WLpf4lFrgP @bpolitics #Japan #Fukushima #FukushimaWater https://t.co/6NjWeOUK9W",London
576061470.0,13/4/2021 4:59,RosMathieson,"China, South Korea and Taiwan all expressing concern about this (the U.S. notes it seems to be in line with global standards) https://t.co/rtBlOMCgRS via @bpolitics #Fukushima #Japan #Nuclearwastewater",London
1.29e+18,13/4/2021 7:52,G4Globalism,"#Fukushima #JapanNuclearWater #Japannuclearwastewater #Japandestroytheearth #Genocide #BLM 
Japan to dump contaminated water from Fukushima nuclear station into sea https://t.co/ufaeipNFt3 来自 @YouTube",London
1.29e+18,14/4/2021 3:48,G4Globalism,"#Fukushima #Japannuclearwastewater #JapanNuclearWater #ocean #nuclearterrorism #China  #Korea #AmericaFirst #America
Fukushima: Japan announces it will dump contaminated water into sea  https://t.co/rgs8Qa2JXd",London
1.29e+18,13/4/2021 7:49,G4Globalism,"#Fukushima #wastewater #Nuclearwastewater #Japannuclearwastewater #JapanNuclearWater #Pacific #Chernobyl #Genocide #Japandestroytheearth
Decision on Fukushima wastewater release https://t.co/cWK0eSHhqv 来自 @YouTube",London
1.29e+18,14/4/2021 14:25,G4Globalism,"It is not an unhappy thing only what BBC's report thinks. It impacts all over the world. It will be a disaster. 
Where are they? Who let you keep silence? 
 #Fukushima #fukushimawater #Nuclearwastewater #nuclear #Chernobyl #JapanNuclearWater #OceanClimateAction https://t.co/vRCpBLTqkA https://t.co/3dxvfy5epN",London
1.29e+18,14/4/2021 14:19,G4Globalism,"Where are they? Who let you keep silence?
 #Fukushima #fukushimawater #Nuclearwastewater #nuclear #Chernobyl #JapanNuclearWater #Japannuclearwastewater #Japandestroytheearth #OceanClimateAction https://t.co/XEQne7xXi9 https://t.co/WR5LwxkZck",London
1.29e+18,14/4/2021 14:12,G4Globalism,"Where are you ? Who let you keep silence?
#Fukushima #fukushimawater #Nuclearwastewater #nuclear #nuclearterrorism #Japanese #WWII #JapanNuclearWater #OceanClimateAction https://t.co/jvQvREJiq4 https://t.co/NmR0BxH4HV",London
218971036.0,14/4/2021 11:48,greenplanetpr,"Can't believe Japan is planning dumping contaminated water from #Fukushima #nuclear disaster into the #sea. It might have been treated, but until the PM of Japan is happy to drink it, it absolutely shouldn't go into the sea. You'd think we're damaging our waters enough as it is!",London
229379349.0,13/4/2021 17:10,KRTpro_News,"🇯🇵 FUKUSHIMA 🇯🇵
2021-04-13
Contaminated water to be made safe and released into the sea.
https://t.co/gQR9FWD5xH
#Nuclear #Fukushima #Japan",London
229379349.0,13/4/2021 5:10,KRTpro_News,"🇯🇵 FUKUSHIMA 🇯🇵
2021-04-13
Contaminated water to be made safe and released into the sea.
https://t.co/gQR9FWlu97
#Nuclear #Fukushima #Japan",London
630231065.0,13/4/2021 15:37,GNgraphicnews,"Japan to release treated Fukushima water into the sea: April 13, 2021 -- #Fukushima #Japan Japan’s government decided Tuesday to start releasing treated radioactive water from the wrecked Fukushima nuclear plant into the Pacific Ocean in two years – an… https://t.co/L4JAkV0KnH https://t.co/tuaod59h36",London
343966018.0,13/4/2021 15:20,NavinSinghKhadk,"Going live on #BBC World Service Outside Source now 

On:

#Fukushima: #Japan approves releasing wastewater into ocean

World's wealthiest at the heart of #climate problem

Tune in!",London
52421440.0,13/4/2021 14:13,marmadukedando,Chuck filth in the sea #Fukushima,London
295863148.0,13/4/2021 13:41,KristianHarstad,"Oh, goody. 

#Japan #Fukushima #Simpsons https://t.co/xMkZUk5CGM https://t.co/aPtzIBi6aj",London
209536300.0,13/4/2021 10:23,_charlesperry,"Japan has done enough damage already here. World should not allow this - it is Ecocide: crime against Env and Humanity too! #ecocide @EcocideLaw #Fukushima

https://t.co/r9Drx5mjIP",London
274932906.0,13/4/2021 8:24,JamilaJemstone,@AJEnglish Important to read this article. #Japan #Fukushima,London
1894602715.0,13/4/2021 8:14,JamieCharles28,Another step towards the next mass extinction..... thanks Japan! #Fukushima https://t.co/qNLQHSTKGY,London
42731707.0,13/4/2021 6:51,bethanyejc,The science seems to be unclear on whether the materials left in the water will be damaging to the oceans. #Fukushima,London
1.32e+18,13/4/2021 6:29,siyuan34074726,"#Fukushima 
#Japannuclearwastewater 
#japan 
#JapanNuclearWater 
#Chernobyl 

Former Soviet Union: Extensive sacrifice to stop the spread of radiation from Chernobyl. 
Japan: Just bow 🙇and dump the water，buried all mankind.",London
1.32e+18,11/4/2021 16:40,siyuan34074726,"Human beings are gonna extinct 😰😰😰😰
#Chernobyl happens again and japan won‘t deal with the nuclear water like Russia.
#Fukushima 
#Japan 
#JapanNuclearWater 
#Ukraine https://t.co/QYqcohU58N",London
189897380.0,13/4/2021 6:09,Eazzayyy,No wonder why #USA supports Japan’s fucking plan of “nuclear water” #Fukushima https://t.co/C1Ipm4TnQc,London
35439463.0,13/4/2021 5:03,dindjic,Suddenly interested in Tritium #regulatory #Compliance #ecosystems. How #Japanese 1/40 compares to other countries? #Fukushima,London
15704681.0,12/4/2021 8:56,MadamMiaow,"Soon the producers of Three-Headed Shark can start auditioning for their star attraction instead of bothering with models. 
This is actually worse than crapping in the water supply.
Can't Japan blast their nuclear waste into the sun or sumthin'?
#Fukushima
https://t.co/1nNjVHD0x3",London
249860827.0,10/4/2021 16:08,counterOlympics,Got the #Fukushima section of the #Coke Olympics Torch Relay out of the way first so media is off taking photos of branded buses somewhere else https://t.co/kTtUQVMYp4,London
518417094.0,21/4/2021 13:04,ProspectUpdate,"The UK state-owned Nuclear Decommissioning Authority @NDAgovuk has officially launched a new #nuclear transport organisation, Nuclear Transport Solutions @NTSolutionsUK. 

What does this look like in practice?
#nuclearwaste #logistics #nuclearenergy
https://t.co/oWn3biqpUn",London
518417094.0,19/4/2021 13:48,ProspectUpdate,"Paul Dickman of the American Nuclear Society weighs in on Japan’s recent plan to release treated radioactive water from the Fukushima #nuclear plant into the Pacific Ocean. 

#nuclearwaste https://t.co/EAlEINK5V3",London
1.29e+18,13/4/2021 7:49,G4Globalism,"#Fukushima #wastewater #Nuclearwastewater #Japannuclearwastewater #JapanNuclearWater #Pacific #Chernobyl #Genocide #Japandestroytheearth
Decision on Fukushima wastewater release https://t.co/cWK0eSHhqv 来自 @YouTube",London
1.29e+18,14/4/2021 14:25,G4Globalism,"It is not an unhappy thing only what BBC's report thinks. It impacts all over the world. It will be a disaster. 
Where are they? Who let you keep silence? 
 #Fukushima #fukushimawater #Nuclearwastewater #nuclear #Chernobyl #JapanNuclearWater #OceanClimateAction https://t.co/vRCpBLTqkA https://t.co/3dxvfy5epN",London
1.29e+18,14/4/2021 14:19,G4Globalism,"Where are they? Who let you keep silence?
 #Fukushima #fukushimawater #Nuclearwastewater #nuclear #Chernobyl #JapanNuclearWater #Japannuclearwastewater #Japandestroytheearth #OceanClimateAction https://t.co/XEQne7xXi9 https://t.co/WR5LwxkZck",London
1.29e+18,14/4/2021 14:12,G4Globalism,"Where are you ? Who let you keep silence?
#Fukushima #fukushimawater #Nuclearwastewater #nuclear #nuclearterrorism #Japanese #WWII #JapanNuclearWater #OceanClimateAction https://t.co/jvQvREJiq4 https://t.co/NmR0BxH4HV",London
1.29e+18,14/4/2021 3:48,G4Globalism,"#Fukushima #Japannuclearwastewater #JapanNuclearWater #ocean #nuclearterrorism #China  #Korea #AmericaFirst #America
Fukushima: Japan announces it will dump contaminated water into sea  https://t.co/rgs8Qa2JXd",London
1.29e+18,13/4/2021 7:52,G4Globalism,"#Fukushima #JapanNuclearWater #Japannuclearwastewater #Japandestroytheearth #Genocide #BLM 
Japan to dump contaminated water from Fukushima nuclear station into sea https://t.co/ufaeipNFt3 来自 @YouTube",London
428340144.0,14/4/2021 0:30,Syrianwhispers,"If true.. very alarming ...
#JapanNuclearWater https://t.co/dKR2gY1lb1",London
363857358.0,13/4/2021 22:55,whodesignwho,"#JapanNuclearWater US drains 38m gallons of water after man urinating in it, and now they are ok for Japan to dump nuclear water into the sea. What a joke.     https://t.co/s8OhmJ69Eg",London
1.32e+18,11/4/2021 16:40,siyuan34074726,"Human beings are gonna extinct 😰😰😰😰
#Chernobyl happens again and japan won‘t deal with the nuclear water like Russia.
#Fukushima 
#Japan 
#JapanNuclearWater 
#Ukraine https://t.co/QYqcohU58N",London
1.32e+18,13/4/2021 6:29,siyuan34074726,"#Fukushima 
#Japannuclearwastewater 
#japan 
#JapanNuclearWater 
#Chernobyl 

Former Soviet Union: Extensive sacrifice to stop the spread of radiation from Chernobyl. 
Japan: Just bow 🙇and dump the water，buried all mankind.",London
